County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Crawford County, Kansas",    Nonfamily households,"6,022",15.10%,17.30%,19.90%,13.60%,14.70%,11.80%,4.00%,1.90%,0.90%,0.80%,"23,325","33,283",,(X),(X),26.30%
"Crawford County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Decatur County, Kansas","Decatur County, Kansas",,,,,,,,,,,,,,,,,
"Decatur County, Kansas",    Households,"1,414",7.40%,7.50%,14.70%,11.00%,13.60%,22.80%,9.50%,10.90%,0.90%,1.80%,"44,125","55,912",,57.40%,(X),(X)
"Decatur County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Decatur County, Kansas",    Families,768,8.90%,3.40%,4.90%,7.60%,12.80%,24.90%,13.90%,18.80%,1.70%,3.30%,"61,058","72,865",,(X),56.50%,(X)
"Decatur County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Decatur County, Kansas",    Married-couple families,655,2.00%,2.10%,2.90%,8.20%,12.70%,27.90%,16.30%,22.00%,2.00%,3.80%,"69,821",N,,(X),(X),(X)
"Decatur County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Decatur County, Kansas",    Nonfamily households,646,9.90%,12.40%,26.30%,15.60%,10.20%,19.80%,4.20%,1.50%,0.00%,0.00%,"25,865","34,082",,(X),(X),58.40%
"Decatur County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Dickinson County, Kansas","Dickinson County, Kansas",,,,,,,,,,,,,,,,,
"Dickinson County, Kansas",    Households,"7,933",4.90%,5.30%,12.80%,10.40%,13.50%,21.40%,12.60%,12.30%,3.00%,3.90%,"53,864","71,774",,33.40%,(X),(X)
"Dickinson County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Dickinson County, Kansas",    Families,"4,967",2.60%,1.60%,5.40%,7.40%,12.70%,25.50%,17.50%,17.90%,4.50%,5.00%,"68,956","85,235",,(X),33.50%,(X)
"Dickinson County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Dickinson County, Kansas",    Married-couple families,"4,108",1.60%,1.40%,3.90%,5.40%,11.40%,25.40%,19.60%,20.50%,5.20%,5.50%,"76,111",N,,(X),(X),(X)
"Dickinson County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Dickinson County, Kansas",    Nonfamily households,"2,966",9.60%,11.40%,25.70%,17.00%,14.00%,14.00%,3.80%,2.60%,0.70%,1.20%,"26,743","46,202",,(X),(X),31.50%
"Dickinson County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Doniphan County, Kansas","Doniphan County, Kansas",,,,,,,,,,,,,,,,,
"Doniphan County, Kansas",    Households,"3,003",6.40%,3.40%,16.50%,12.10%,10.40%,18.20%,13.00%,14.10%,3.20%,2.80%,"51,953","64,708",,48.40%,(X),(X)
"Doniphan County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Doniphan County, Kansas",    Families,"1,927",3.70%,1.30%,11.60%,8.60%,9.00%,22.10%,14.50%,20.40%,5.00%,3.80%,"66,168","78,323",,(X),47.60%,(X)
"Doniphan County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Doniphan County, Kansas",    Married-couple families,"1,595",1.30%,1.00%,10.70%,7.90%,7.80%,20.60%,16.90%,23.40%,5.70%,4.60%,"75,795",N,,(X),(X),(X)
"Doniphan County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Doniphan County, Kansas",    Nonfamily households,"1,076",13.60%,7.10%,25.40%,16.20%,14.30%,13.40%,9.10%,0.70%,0.00%,0.40%,"26,762","36,666",,(X),(X),48.00%
"Doniphan County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Kansas","Douglas County, Kansas",,,,,,,,,,,,,,,,,
"Douglas County, Kansas",    Households,"47,972",7.20%,4.00%,9.00%,8.10%,13.50%,17.60%,12.30%,14.90%,7.00%,6.30%,"61,020","81,550",,24.80%,(X),(X)
"Douglas County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Kansas",    Families,"26,281",2.40%,1.80%,4.90%,4.30%,8.70%,18.50%,16.20%,21.40%,11.70%,10.10%,"90,062","108,432",,(X),22.10%,(X)
"Douglas County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Kansas",    Married-couple families,"21,305",0.80%,0.50%,3.10%,2.60%,6.50%,17.50%,18.10%,24.60%,14.10%,12.10%,"101,155","122,086",,(X),(X),(X)
"Douglas County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Douglas County, Kansas",    Nonfamily households,"21,691",14.00%,7.20%,14.50%,13.00%,20.10%,16.10%,7.10%,5.70%,0.90%,1.50%,"35,647","46,106",,(X),(X),27.20%
"Douglas County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Edwards County, Kansas","Edwards County, Kansas",,,,,,,,,,,,,,,,,
"Edwards County, Kansas",    Households,"1,285",5.10%,4.60%,8.80%,14.10%,17.40%,24.40%,13.50%,7.40%,1.50%,3.30%,"50,028","60,057",,35.30%,(X),(X)
"Edwards County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Edwards County, Kansas",    Families,808,3.30%,0.20%,5.00%,11.30%,14.40%,32.40%,16.20%,9.70%,2.40%,5.20%,"61,389","73,233",,(X),37.50%,(X)
"Edwards County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Edwards County, Kansas",    Married-couple families,655,2.00%,0.30%,4.60%,12.10%,13.30%,30.10%,16.90%,11.50%,2.90%,6.40%,"65,733",N,,(X),(X),(X)
"Edwards County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Edwards County, Kansas",    Nonfamily households,477,9.90%,11.90%,15.90%,20.10%,19.70%,14.90%,7.50%,0.00%,0.00%,0.00%,"31,850","34,470",,(X),(X),31.40%
"Edwards County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Elk County, Kansas","Elk County, Kansas",,,,,,,,,,,,,,,,,
"Elk County, Kansas",    Households,"1,150",8.50%,6.20%,13.60%,10.90%,16.20%,18.40%,11.10%,12.00%,1.00%,2.10%,"42,564","56,990",,38.90%,(X),(X)
"Elk County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Elk County, Kansas",    Families,776,5.90%,3.10%,7.50%,9.30%,16.10%,25.10%,14.80%,13.70%,1.50%,3.00%,"60,000","67,917",,(X),39.80%,(X)
"Elk County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Elk County, Kansas",    Married-couple families,664,2.00%,3.20%,5.90%,10.10%,14.60%,28.20%,15.40%,15.50%,1.80%,3.50%,"62,083",N,,(X),(X),(X)
"Elk County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Elk County, Kansas",    Nonfamily households,374,15.50%,12.60%,26.70%,13.90%,16.30%,2.70%,5.60%,6.40%,0.00%,0.30%,"22,500","33,043",,(X),(X),34.50%
"Elk County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellis County, Kansas","Ellis County, Kansas",,,,,,,,,,,,,,,,,
"Ellis County, Kansas",    Households,"11,686",5.90%,6.50%,10.30%,9.50%,12.50%,16.70%,15.40%,16.30%,4.00%,2.90%,"57,053","73,466",,29.10%,(X),(X)
"Ellis County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellis County, Kansas",    Families,"6,874",2.90%,2.40%,7.40%,5.50%,9.40%,17.20%,20.40%,24.90%,6.70%,3.30%,"81,128","87,254",,(X),27.70%,(X)
"Ellis County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellis County, Kansas",    Married-couple families,"5,536",0.60%,1.40%,3.30%,2.90%,7.50%,18.50%,23.80%,30.10%,7.90%,4.00%,"90,439",N,,(X),(X),(X)
"Ellis County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellis County, Kansas",    Nonfamily households,"4,812",11.40%,13.10%,14.80%,15.60%,19.80%,14.00%,6.30%,2.80%,0.30%,1.90%,"31,596","50,296",,(X),(X),29.50%
"Ellis County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellsworth County, Kansas","Ellsworth County, Kansas",,,,,,,,,,,,,,,,,
"Ellsworth County, Kansas",    Households,"2,390",4.60%,3.80%,9.20%,12.50%,12.70%,20.30%,13.70%,18.20%,4.20%,0.90%,"56,306","67,317",,37.30%,(X),(X)
"Ellsworth County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellsworth County, Kansas",    Families,"1,578",1.50%,1.50%,3.20%,10.90%,10.60%,22.10%,17.00%,25.70%,6.30%,1.10%,"75,156","81,784",,(X),40.20%,(X)
"Ellsworth County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellsworth County, Kansas",    Married-couple families,"1,376",0.40%,0.40%,2.40%,8.60%,9.90%,22.30%,18.70%,28.70%,7.30%,1.30%,"80,595",N,,(X),(X),(X)
"Ellsworth County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ellsworth County, Kansas",    Nonfamily households,812,10.80%,8.10%,21.70%,15.80%,16.70%,15.90%,7.60%,3.10%,0.00%,0.20%,"31,218","37,798",,(X),(X),30.80%
"Ellsworth County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Finney County, Kansas","Finney County, Kansas",,,,,,,,,,,,,,,,,
"Finney County, Kansas",    Households,"12,494",6.50%,3.80%,6.20%,6.10%,17.70%,19.70%,16.50%,17.00%,4.10%,2.30%,"60,498","71,523",,45.00%,(X),(X)
"Finney County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Finney County, Kansas",    Families,"8,829",3.60%,2.20%,6.10%,4.30%,17.70%,17.90%,19.20%,21.20%,5.60%,2.30%,"72,228","80,255",,(X),47.90%,(X)
"Finney County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Finney County, Kansas",    Married-couple families,"6,492",2.10%,1.20%,2.60%,2.70%,16.80%,16.70%,22.40%,25.50%,6.90%,3.10%,"83,273","90,218",,(X),(X),(X)
"Finney County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Finney County, Kansas",    Nonfamily households,"3,665",14.90%,8.30%,12.00%,10.10%,18.00%,22.40%,8.50%,4.40%,0.50%,1.00%,"39,190","44,222",,(X),(X),36.10%
"Finney County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ford County, Kansas","Ford County, Kansas",,,,,,,,,,,,,,,,,
"Ford County, Kansas",    Households,"11,237",3.20%,2.50%,9.60%,12.90%,17.60%,20.20%,13.60%,11.90%,5.40%,3.30%,"53,743","71,442",,46.60%,(X),(X)
"Ford County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ford County, Kansas",    Families,"7,842",1.90%,1.10%,7.60%,11.30%,14.50%,23.10%,12.70%,16.20%,7.40%,4.30%,"65,945","82,016",,(X),46.60%,(X)
"Ford County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ford County, Kansas",    Married-couple families,"5,949",0.30%,0.50%,3.70%,9.00%,14.60%,24.60%,14.20%,18.50%,9.70%,4.90%,"72,553",N,,(X),(X),(X)
"Ford County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Ford County, Kansas",    Nonfamily households,"3,395",7.40%,7.10%,17.10%,21.00%,19.40%,13.20%,11.90%,1.20%,0.80%,0.90%,"32,415","42,309",,(X),(X),42.20%
"Ford County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Kansas","Franklin County, Kansas",,,,,,,,,,,,,,,,,
"Franklin County, Kansas",    Households,"10,190",7.40%,4.70%,7.70%,8.70%,17.50%,19.70%,14.90%,14.00%,3.20%,2.30%,"55,873","66,777",,30.50%,(X),(X)
"Franklin County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Kansas",    Families,"6,815",2.50%,4.10%,3.10%,8.10%,16.60%,22.80%,16.80%,18.30%,4.30%,3.40%,"69,375","79,396",,(X),29.60%,(X)
"Franklin County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Kansas",    Married-couple families,"5,540",0.60%,3.80%,1.20%,5.20%,15.00%,23.90%,19.30%,21.40%,5.20%,4.10%,"75,110",N,,(X),(X),(X)
"Franklin County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Kansas",    Nonfamily households,"3,375",17.50%,5.90%,17.90%,12.50%,18.50%,13.10%,9.80%,4.00%,0.70%,0.10%,"31,461","38,596",,(X),(X),30.40%
"Franklin County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Geary County, Kansas","Geary County, Kansas",,,,,,,,,,,,,,,,,
"Geary County, Kansas",    Households,"12,866",7.20%,2.80%,9.50%,11.50%,16.20%,25.10%,12.20%,10.50%,4.50%,0.60%,"52,019","60,587",,36.80%,(X),(X)
"Geary County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Geary County, Kansas",    Families,"9,035",6.60%,1.90%,9.30%,11.10%,12.20%,24.10%,15.00%,13.70%,5.40%,0.80%,"57,961","66,399",,(X),35.10%,(X)
"Geary County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Geary County, Kansas",    Married-couple families,"6,757",2.70%,0.80%,3.00%,9.20%,12.50%,28.00%,18.70%,17.30%,6.80%,1.00%,"70,439",N,,(X),(X),(X)
"Geary County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Geary County, Kansas",    Nonfamily households,"3,831",8.60%,6.10%,13.10%,15.80%,22.10%,24.60%,5.00%,3.00%,1.70%,0.00%,"38,685","43,783",,(X),(X),39.80%
"Geary County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gove County, Kansas","Gove County, Kansas",,,,,,,,,,,,,,,,,
"Gove County, Kansas",    Households,"1,260",4.60%,4.50%,11.20%,9.90%,14.70%,21.30%,11.60%,13.20%,6.40%,2.50%,"53,906","69,211",,38.80%,(X),(X)
"Gove County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gove County, Kansas",    Families,759,2.50%,3.30%,6.20%,6.30%,16.50%,24.80%,16.50%,15.70%,4.60%,3.70%,"66,331","78,217",,(X),43.20%,(X)
"Gove County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gove County, Kansas",    Married-couple families,687,1.90%,3.10%,6.80%,5.10%,13.80%,26.20%,17.30%,16.60%,5.10%,4.10%,"69,886",N,,(X),(X),(X)
"Gove County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gove County, Kansas",    Nonfamily households,501,7.80%,6.40%,19.20%,15.20%,12.80%,16.40%,3.20%,9.20%,9.20%,0.80%,"35,852","54,797",,(X),(X),32.10%
"Gove County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Graham County, Kansas","Graham County, Kansas",,,,,,,,,,,,,,,,,
"Graham County, Kansas",    Households,"1,252",10.10%,2.70%,15.80%,11.90%,21.00%,19.50%,7.80%,8.40%,1.60%,1.10%,"40,890","51,395",,39.00%,(X),(X)
"Graham County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Graham County, Kansas",    Families,696,2.30%,0.70%,13.50%,9.10%,18.40%,24.40%,11.60%,15.10%,2.90%,2.00%,"53,036","67,662",,(X),36.50%,(X)
"Graham County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Graham County, Kansas",    Married-couple families,528,0.80%,0.90%,1.70%,7.60%,18.00%,30.30%,14.40%,19.90%,3.80%,2.70%,"66,488",N,,(X),(X),(X)
"Graham County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Graham County, Kansas",    Nonfamily households,556,20.30%,5.20%,18.70%,16.20%,24.50%,13.10%,2.00%,0.00%,0.00%,0.00%,"27,717","30,395",,(X),(X),41.00%
"Graham County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Kansas","Grant County, Kansas",,,,,,,,,,,,,,,,,
"Grant County, Kansas",    Households,"2,561",8.50%,1.20%,9.20%,13.00%,7.60%,15.50%,16.20%,16.40%,8.10%,4.50%,"60,625","85,409",,35.70%,(X),(X)
"Grant County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Kansas",    Families,"1,603",0.90%,0.80%,9.20%,6.60%,9.30%,20.30%,18.10%,25.50%,5.70%,3.70%,"80,364","86,364",,(X),47.20%,(X)
"Grant County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Kansas",    Married-couple families,"1,357",0.00%,1.00%,7.20%,6.60%,7.10%,19.40%,21.40%,26.20%,6.70%,4.40%,"82,684",N,,(X),(X),(X)
"Grant County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Grant County, Kansas",    Nonfamily households,958,21.30%,1.80%,11.90%,21.00%,5.20%,7.40%,12.50%,1.10%,12.10%,5.60%,"33,656","83,444",,(X),(X),16.40%
"Grant County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gray County, Kansas","Gray County, Kansas",,,,,,,,,,,,,,,,,
"Gray County, Kansas",    Households,"2,150",2.00%,0.90%,5.20%,10.00%,12.30%,24.20%,13.60%,22.30%,5.00%,4.50%,"70,457","86,088",,51.50%,(X),(X)
"Gray County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gray County, Kansas",    Families,"1,626",1.80%,0.30%,2.50%,6.30%,12.30%,21.00%,17.80%,27.90%,4.20%,6.00%,"85,606","96,393",,(X),49.90%,(X)
"Gray County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gray County, Kansas",    Married-couple families,"1,442",0.90%,0.30%,2.10%,1.70%,12.20%,22.80%,18.60%,29.90%,4.70%,6.70%,"90,795",N,,(X),(X),(X)
"Gray County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Gray County, Kansas",    Nonfamily households,524,2.70%,2.70%,15.10%,22.90%,12.40%,31.30%,1.50%,3.80%,7.60%,0.00%,"42,188","52,861",,(X),(X),55.50%
"Gray County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greeley County, Kansas","Greeley County, Kansas",,,,,,,,,,,,,,,,,
"Greeley County, Kansas",    Households,491,2.90%,4.90%,11.80%,9.80%,15.50%,31.80%,9.40%,9.00%,2.40%,2.60%,"53,750","63,425",,39.70%,(X),(X)
"Greeley County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greeley County, Kansas",    Families,336,2.70%,3.00%,7.10%,10.10%,11.90%,34.80%,12.80%,11.00%,3.60%,3.00%,"60,909","68,815",,(X),40.50%,(X)
"Greeley County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greeley County, Kansas",    Married-couple families,274,0.00%,3.60%,0.00%,7.30%,14.60%,37.20%,15.70%,13.50%,4.40%,3.60%,"65,469",N,,(X),(X),(X)
"Greeley County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greeley County, Kansas",    Nonfamily households,155,3.20%,9.00%,21.90%,9.00%,23.20%,25.20%,1.90%,4.50%,0.00%,1.90%,"36,458","51,743",,(X),(X),38.10%
"Greeley County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greenwood County, Kansas","Greenwood County, Kansas",,,,,,,,,,,,,,,,,
"Greenwood County, Kansas",    Households,"2,695",6.80%,6.60%,10.80%,15.00%,16.40%,16.40%,9.60%,12.20%,4.20%,2.10%,"43,320","63,380",,37.00%,(X),(X)
"Greenwood County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greenwood County, Kansas",    Families,"1,703",2.60%,1.80%,6.10%,11.40%,18.10%,19.20%,14.10%,17.10%,6.30%,3.30%,"60,325","81,759",,(X),41.00%,(X)
"Greenwood County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greenwood County, Kansas",    Married-couple families,"1,270",1.30%,0.60%,2.00%,10.60%,16.90%,20.80%,16.80%,19.10%,8.50%,3.60%,"70,588",N,,(X),(X),(X)
"Greenwood County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Greenwood County, Kansas",    Nonfamily households,992,15.10%,15.90%,19.10%,22.50%,11.80%,10.90%,2.10%,2.20%,0.40%,0.00%,"24,926","29,556",,(X),(X),28.70%
"Greenwood County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hamilton County, Kansas","Hamilton County, Kansas",,,,,,,,,,,,,,,,,
"Hamilton County, Kansas",    Households,818,3.80%,4.00%,10.00%,15.40%,19.70%,24.20%,10.10%,8.60%,4.00%,0.10%,"44,894","56,658",,43.30%,(X),(X)
"Hamilton County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hamilton County, Kansas",    Families,481,3.30%,1.70%,3.30%,7.50%,23.70%,30.40%,13.70%,10.00%,6.20%,0.20%,"54,194","66,257",,(X),44.90%,(X)
"Hamilton County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hamilton County, Kansas",    Married-couple families,397,0.00%,2.00%,2.80%,6.50%,25.40%,31.50%,16.10%,7.80%,7.60%,0.30%,"54,390",N,,(X),(X),(X)
"Hamilton County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hamilton County, Kansas",    Nonfamily households,337,6.20%,7.40%,20.50%,24.90%,13.90%,18.40%,5.00%,2.70%,0.90%,0.00%,"31,301","38,348",,(X),(X),40.90%
"Hamilton County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harper County, Kansas","Harper County, Kansas",,,,,,,,,,,,,,,,,
"Harper County, Kansas",    Households,"2,367",6.80%,5.60%,8.00%,12.30%,18.00%,24.10%,11.10%,8.20%,2.20%,3.70%,"49,283","61,867",,31.30%,(X),(X)
"Harper County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harper County, Kansas",    Families,"1,492",2.90%,4.20%,5.80%,12.10%,15.00%,24.20%,16.20%,11.40%,3.00%,5.20%,"57,381","73,234",,(X),31.60%,(X)
"Harper County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harper County, Kansas",    Married-couple families,"1,124",1.40%,1.60%,5.10%,10.10%,14.20%,27.70%,18.90%,15.10%,3.70%,2.10%,"62,500",N,,(X),(X),(X)
"Harper County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harper County, Kansas",    Nonfamily households,875,14.70%,7.90%,13.50%,13.80%,23.30%,20.10%,2.90%,2.70%,0.00%,1.00%,"35,030","39,699",,(X),(X),29.30%
"Harper County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harvey County, Kansas","Harvey County, Kansas",,,,,,,,,,,,,,,,,
"Harvey County, Kansas",    Households,"13,396",4.70%,4.60%,7.60%,8.10%,16.00%,24.80%,12.80%,13.90%,4.90%,2.60%,"58,782","72,366",,29.10%,(X),(X)
"Harvey County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harvey County, Kansas",    Families,"9,358",1.60%,2.50%,4.40%,5.80%,13.20%,28.50%,15.50%,18.60%,6.20%,3.60%,"69,739","86,135",,(X),27.60%,(X)
"Harvey County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harvey County, Kansas",    Married-couple families,"7,655",0.20%,1.90%,2.60%,3.10%,11.40%,29.40%,17.80%,21.70%,7.50%,4.40%,"77,380",N,,(X),(X),(X)
"Harvey County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Harvey County, Kansas",    Nonfamily households,"4,038",12.80%,9.60%,16.50%,14.00%,22.40%,14.90%,6.10%,2.10%,1.50%,0.10%,"31,407","37,895",,(X),(X),32.30%
"Harvey County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Haskell County, Kansas","Haskell County, Kansas",,,,,,,,,,,,,,,,,
"Haskell County, Kansas",    Households,"1,401",5.70%,2.60%,6.60%,9.60%,21.10%,22.90%,6.60%,13.80%,4.30%,6.90%,"54,638","84,326",,42.00%,(X),(X)
"Haskell County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Haskell County, Kansas",    Families,"1,000",3.50%,1.40%,4.30%,8.50%,14.20%,25.60%,8.50%,18.90%,5.50%,9.60%,"61,250","102,941",,(X),46.00%,(X)
"Haskell County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Haskell County, Kansas",    Married-couple families,876,3.20%,0.50%,3.40%,7.00%,12.70%,26.60%,9.40%,20.10%,6.30%,11.00%,"69,113",N,,(X),(X),(X)
"Haskell County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Haskell County, Kansas",    Nonfamily households,401,11.20%,6.70%,14.70%,12.50%,36.90%,15.70%,0.00%,1.00%,1.20%,0.00%,"39,813","36,028",,(X),(X),32.20%
"Haskell County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hodgeman County, Kansas","Hodgeman County, Kansas",,,,,,,,,,,,,,,,,
"Hodgeman County, Kansas",    Households,790,2.70%,3.70%,8.40%,18.10%,9.90%,16.70%,15.30%,21.10%,3.30%,0.90%,"60,703","69,145",,49.20%,(X),(X)
"Hodgeman County, Kansas",        Estimate,,,,,,,,,,,,,,,,,
"Hodgeman County, Kansas",    Families,536,1.10%,3.00%,5.00%,15.70%,6.20%,19.20%,18.80%,27.40%,2.20%,1.30%,"74,722","78,170",,(X),47.60%,(X)
