County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Yuba County, California",    Families,"18,217",4.60%,3.10%,5.90%,8.90%,13.20%,17.90%,15.00%,19.60%,8.10%,3.50%,"68,025","80,814",,(X),35.90%,(X)
"Yuba County, California",    Married-couple families,"13,136",1.50%,1.40%,5.10%,8.00%,12.70%,16.50%,15.70%,24.30%,10.10%,4.80%,"80,500","92,221",,(X),(X),(X)
"Yuba County, California",    Nonfamily households,"8,217",9.90%,12.40%,17.10%,12.10%,14.00%,16.70%,7.20%,6.80%,2.70%,1.20%,"33,618","47,616",,(X),(X),31.90%
"Adams County, Colorado",    Households,"167,290",3.60%,2.70%,6.30%,7.40%,11.50%,19.30%,15.40%,19.80%,8.10%,6.00%,"73,817","90,434",,36.70%,(X),(X)
"Adams County, Colorado",    Families,"116,615",2.80%,1.60%,4.30%,6.10%,10.60%,18.70%,16.30%,22.60%,10.20%,7.00%,"83,853","99,700",,(X),38.20%,(X)
"Adams County, Colorado",    Married-couple families,"85,448",1.20%,0.80%,2.40%,4.40%,8.30%,18.20%,16.80%,26.50%,12.50%,9.00%,"97,119","112,539",,(X),(X),(X)
"Adams County, Colorado",    Nonfamily households,"50,675",6.60%,5.50%,11.90%,11.40%,15.00%,21.50%,13.30%,10.10%,2.40%,2.30%,"49,500","61,698",,(X),(X),30.80%
"Alamosa County, Colorado",    Households,"6,240",7.10%,8.30%,10.80%,14.80%,19.50%,16.90%,7.60%,10.50%,1.90%,2.70%,"41,121","58,224",,30.40%,(X),(X)
"Alamosa County, Colorado",    Families,"3,846",4.70%,3.10%,8.10%,18.20%,14.00%,19.10%,11.60%,15.20%,2.80%,3.30%,"51,810","71,090",,(X),31.10%,(X)
"Alamosa County, Colorado",    Married-couple families,"2,868",1.20%,1.50%,7.60%,16.60%,13.00%,20.30%,12.80%,19.80%,3.60%,3.80%,"59,923",N,,(X),(X),(X)
"Alamosa County, Colorado",    Nonfamily households,"2,394",14.30%,16.60%,15.60%,9.80%,24.70%,12.70%,1.50%,2.90%,0.30%,1.50%,"27,695","36,006",,(X),(X),29.00%
"Arapahoe County, Colorado",    Households,"241,889",3.50%,2.40%,5.20%,6.60%,11.10%,18.00%,14.00%,19.40%,8.80%,10.90%,"80,291","109,732",,31.10%,(X),(X)
"Arapahoe County, Colorado",    Families,"157,885",1.90%,1.30%,3.00%,4.60%,9.10%,16.80%,14.20%,23.20%,11.40%,14.50%,"98,402","129,138",,(X),31.80%,(X)
"Arapahoe County, Colorado",    Married-couple families,"120,082",0.90%,0.80%,1.80%,3.00%,6.90%,15.10%,14.30%,26.00%,13.50%,17.80%,"111,926","145,914",,(X),(X),(X)
"Arapahoe County, Colorado",    Nonfamily households,"84,004",7.10%,4.90%,10.00%,11.00%,15.90%,21.30%,12.50%,10.90%,3.10%,3.40%,"51,184","68,382",,(X),(X),28.10%
"Archuleta County, Colorado",    Households,"5,736",4.30%,4.10%,11.30%,5.50%,18.30%,21.30%,13.90%,10.70%,4.90%,5.80%,"55,658","76,876",,35.40%,(X),(X)
"Archuleta County, Colorado",    Families,"3,928",2.60%,1.00%,4.40%,5.00%,21.30%,20.80%,18.30%,12.20%,6.50%,7.80%,"66,429","91,067",,(X),38.80%,(X)
"Archuleta County, Colorado",    Married-couple families,"3,600",1.60%,1.10%,3.10%,3.80%,22.10%,21.30%,18.80%,13.40%,6.80%,8.20%,"70,772",N,,(X),(X),(X)
"Archuleta County, Colorado",    Nonfamily households,"1,808",8.70%,10.00%,26.20%,7.40%,12.70%,22.30%,3.50%,7.40%,0.80%,1.10%,"30,208","43,961",,(X),(X),26.90%
"Baca County, Colorado",    Households,"1,728",9.00%,9.00%,16.80%,15.90%,15.40%,12.00%,9.90%,6.50%,3.40%,2.10%,"34,655","52,051",,31.80%,(X),(X)
"Baca County, Colorado",    Families,"1,050",4.10%,5.90%,10.30%,12.40%,18.40%,15.60%,14.10%,10.30%,5.60%,3.30%,"48,942","67,877",,(X),35.00%,(X)
"Baca County, Colorado",    Married-couple families,853,3.80%,2.30%,7.50%,12.00%,21.30%,17.90%,13.60%,10.70%,6.80%,4.10%,"51,577",N,,(X),(X),(X)
"Baca County, Colorado",    Nonfamily households,678,16.80%,16.70%,26.80%,21.50%,7.70%,6.20%,3.40%,0.60%,0.00%,0.30%,"22,000","26,714",,(X),(X),23.60%
"Bent County, Colorado",    Households,"1,879",7.30%,9.20%,15.00%,16.60%,14.90%,21.60%,8.50%,5.40%,1.20%,0.40%,"38,083","45,985",,33.00%,(X),(X)
"Bent County, Colorado",    Families,"1,168",9.60%,5.00%,9.20%,18.20%,15.40%,22.10%,9.70%,8.80%,1.50%,0.60%,"42,868","51,979",,(X),26.10%,(X)
"Bent County, Colorado",    Married-couple families,870,0.30%,2.90%,10.10%,12.30%,20.20%,27.40%,12.20%,11.80%,2.00%,0.80%,"52,045",N,,(X),(X),(X)
"Bent County, Colorado",    Nonfamily households,711,13.10%,16.00%,22.40%,14.20%,6.90%,20.30%,6.60%,0.60%,0.00%,0.00%,"24,485","32,327",,(X),(X),37.00%
"Boulder County, Colorado",    Households,"127,365",6.00%,2.50%,5.90%,6.10%,9.20%,14.00%,12.10%,17.70%,10.90%,15.60%,"87,476","121,262",,32.50%,(X),(X)
"Boulder County, Colorado",    Families,"73,244",1.90%,1.00%,2.60%,3.50%,6.60%,12.70%,12.60%,21.50%,15.00%,22.50%,"118,307","153,087",,(X),30.80%,(X)
"Boulder County, Colorado",    Married-couple families,"59,488",0.80%,0.50%,1.40%,2.30%,5.00%,11.20%,12.50%,23.10%,17.10%,26.00%,"131,504","166,293",,(X),(X),(X)
"Boulder County, Colorado",    Nonfamily households,"54,121",12.10%,4.60%,10.80%,9.80%,12.90%,16.00%,11.30%,12.00%,5.00%,5.50%,"49,746","74,716",,(X),(X),33.80%
"Broomfield County, Colorado",    Households,"27,199",3.00%,1.40%,3.70%,4.70%,7.70%,15.60%,13.10%,21.70%,12.90%,16.30%,"101,206","127,706",,26.80%,(X),(X)
"Broomfield County, Colorado",    Families,"17,411",1.20%,0.30%,1.90%,2.80%,5.70%,10.60%,11.80%,25.70%,17.60%,22.40%,"129,207","152,332",,(X),26.10%,(X)
"Broomfield County, Colorado",    Married-couple families,"14,685",0.50%,0.10%,1.50%,2.40%,3.90%,8.90%,10.20%,26.90%,19.80%,25.80%,"140,009","165,273",,(X),(X),(X)
"Broomfield County, Colorado",    Nonfamily households,"9,788",6.50%,3.60%,6.70%,8.30%,12.30%,24.30%,16.20%,13.40%,4.80%,3.90%,"64,300","79,615",,(X),(X),26.40%
"Chaffee County, Colorado",    Households,"8,650",5.20%,6.00%,7.40%,11.40%,12.90%,20.80%,11.40%,14.10%,5.40%,5.40%,"55,176","74,507",,35.10%,(X),(X)
"Chaffee County, Colorado",    Families,"5,584",2.00%,2.50%,5.70%,8.10%,13.70%,21.00%,11.90%,19.90%,7.20%,8.10%,"70,603","90,659",,(X),41.10%,(X)
"Chaffee County, Colorado",    Married-couple families,"4,635",1.10%,2.30%,1.90%,4.30%,13.10%,23.00%,13.80%,22.40%,8.70%,9.40%,"81,713",N,,(X),(X),(X)
"Chaffee County, Colorado",    Nonfamily households,"3,066",11.10%,12.60%,16.00%,18.30%,11.60%,14.40%,9.80%,3.70%,2.00%,0.60%,"30,172","42,129",,(X),(X),23.50%
"Cheyenne County, Colorado",    Households,804,8.20%,4.40%,5.50%,7.10%,18.00%,14.60%,19.30%,15.40%,2.40%,5.20%,"67,763","76,588",,41.90%,(X),(X)
"Cheyenne County, Colorado",    Families,551,4.40%,3.60%,1.60%,4.50%,15.20%,15.60%,32.10%,12.00%,3.40%,7.40%,"82,250","91,184",,(X),48.50%,(X)
"Cheyenne County, Colorado",    Married-couple families,464,1.30%,3.40%,1.10%,4.50%,16.20%,16.80%,30.40%,14.20%,4.10%,8.00%,"83,125",N,,(X),(X),(X)
"Cheyenne County, Colorado",    Nonfamily households,253,16.60%,5.90%,13.80%,12.60%,24.10%,12.30%,0.00%,14.20%,0.00%,0.40%,"36,250","42,755",,(X),(X),26.90%
"Clear Creek County, Colorado",    Households,"4,378",3.40%,3.90%,4.90%,7.50%,13.30%,19.10%,10.40%,17.80%,9.20%,10.60%,"71,919","94,749",,40.80%,(X),(X)
"Clear Creek County, Colorado",    Families,"2,348",0.60%,0.60%,2.20%,5.20%,11.70%,13.90%,11.40%,27.10%,9.10%,18.30%,"109,327","119,850",,(X),43.90%,(X)
"Clear Creek County, Colorado",    Married-couple families,"1,734",0.70%,0.50%,1.50%,6.70%,8.90%,11.40%,15.00%,28.20%,8.20%,18.90%,"109,808",N,,(X),(X),(X)
"Clear Creek County, Colorado",    Nonfamily households,"2,030",6.60%,7.70%,8.40%,10.10%,18.10%,23.50%,8.30%,6.40%,9.20%,1.50%,"47,250","63,888",,(X),(X),37.00%
"Conejos County, Colorado",    Households,"3,222",9.20%,7.70%,15.30%,19.20%,14.40%,16.70%,9.00%,5.70%,1.70%,1.10%,"33,611","47,260",,26.20%,(X),(X)
"Conejos County, Colorado",    Families,"1,714",5.10%,2.90%,10.90%,15.10%,14.70%,24.00%,14.20%,9.00%,2.60%,1.60%,"50,906","60,509",,(X),34.00%,(X)
"Conejos County, Colorado",    Married-couple families,"1,330",3.90%,2.00%,8.50%,13.00%,12.90%,26.50%,16.00%,11.70%,3.40%,2.10%,"59,545",N,,(X),(X),(X)
"Conejos County, Colorado",    Nonfamily households,"1,508",14.90%,13.30%,21.00%,22.90%,15.00%,7.20%,3.40%,1.50%,0.60%,0.30%,"26,048","30,146",,(X),(X),16.20%
"Costilla County, Colorado",    Households,"1,620",14.20%,10.80%,12.20%,13.00%,17.70%,17.40%,5.10%,4.30%,2.10%,3.30%,"34,732","47,906",,28.20%,(X),(X)
"Costilla County, Colorado",    Families,977,8.00%,6.90%,8.40%,13.90%,19.50%,22.60%,6.70%,5.70%,2.90%,5.40%,"45,032","60,373",,(X),32.20%,(X)
"Costilla County, Colorado",    Married-couple families,669,1.30%,5.20%,8.40%,6.00%,23.00%,25.90%,9.70%,8.40%,4.20%,7.90%,"54,393",N,,(X),(X),(X)
"Costilla County, Colorado",    Nonfamily households,643,23.60%,16.80%,19.00%,11.00%,14.30%,9.50%,2.60%,2.20%,0.90%,0.00%,"18,565","28,700",,(X),(X),22.10%
"Crowley County, Colorado",    Households,"1,421",12.70%,5.30%,10.50%,16.30%,16.60%,21.00%,9.80%,4.10%,2.60%,1.10%,"40,785","48,955",,30.10%,(X),(X)
"Crowley County, Colorado",    Families,884,6.00%,2.40%,6.60%,11.70%,19.20%,26.90%,15.50%,5.80%,4.20%,1.80%,"53,438","62,774",,(X),31.60%,(X)
"Crowley County, Colorado",    Married-couple families,671,6.30%,0.00%,5.80%,8.60%,23.10%,23.00%,18.60%,6.70%,5.50%,2.40%,"55,481",N,,(X),(X),(X)
"Crowley County, Colorado",    Nonfamily households,537,24.40%,10.10%,16.90%,23.80%,12.80%,10.60%,0.00%,1.30%,0.00%,0.00%,"24,659","25,136",,(X),(X),25.30%
"Custer County, Colorado",    Households,"2,310",4.50%,3.40%,13.50%,7.10%,11.20%,26.30%,9.80%,16.70%,3.50%,3.90%,"60,361","68,565",,38.50%,(X),(X)
"Custer County, Colorado",    Families,"1,515",1.20%,1.70%,12.50%,5.90%,11.60%,23.70%,11.10%,21.20%,5.30%,6.00%,"66,436","80,711",,(X),32.70%,(X)
"Custer County, Colorado",    Married-couple families,"1,461",0.90%,1.30%,12.30%,5.90%,10.90%,24.40%,10.60%,22.00%,5.50%,6.20%,"66,841",N,,(X),(X),(X)
"Custer County, Colorado",    Nonfamily households,795,10.90%,7.00%,15.60%,9.20%,10.40%,31.30%,7.30%,8.20%,0.00%,0.00%,"44,338","45,352",,(X),(X),49.70%
"Delta County, Colorado",    Households,"12,277",7.80%,6.40%,11.10%,11.60%,16.70%,15.20%,12.70%,11.60%,3.60%,3.20%,"47,968","63,782",,40.80%,(X),(X)
"Delta County, Colorado",    Families,"7,967",4.80%,4.20%,6.30%,7.70%,18.10%,17.30%,15.90%,16.10%,4.90%,4.60%,"62,003","77,765",,(X),38.40%,(X)
"Delta County, Colorado",    Married-couple families,"6,262",2.60%,3.20%,5.50%,6.10%,16.60%,19.10%,18.90%,18.10%,5.40%,4.60%,"72,538",N,,(X),(X),(X)
"Delta County, Colorado",    Nonfamily households,"4,310",13.80%,10.70%,20.40%,19.70%,13.50%,10.40%,6.50%,3.90%,0.70%,0.40%,"27,098","35,747",,(X),(X),43.60%
"Denver County, Colorado",    Households,"287,756",5.60%,3.30%,6.70%,7.20%,10.90%,17.50%,12.30%,16.40%,8.70%,11.40%,"72,661","105,901",,31.70%,(X),(X)
"Denver County, Colorado",    Families,"138,396",3.20%,2.50%,4.60%,5.80%,9.10%,15.00%,12.90%,18.60%,11.40%,17.10%,"93,236","132,820",,(X),35.00%,(X)
"Denver County, Colorado",    Married-couple families,"100,931",1.20%,1.40%,2.70%,4.00%,7.30%,13.00%,13.10%,21.00%,14.00%,22.30%,"115,695","156,694",,(X),(X),(X)
"Denver County, Colorado",    Nonfamily households,"149,360",8.10%,4.40%,8.90%,8.80%,13.00%,20.00%,11.40%,14.10%,5.60%,5.80%,"56,719","78,492",,(X),(X),27.90%
"Dolores County, Colorado",    Households,930,1.80%,7.70%,8.30%,12.20%,14.40%,27.80%,12.20%,12.30%,1.80%,1.50%,"56,786","65,339",,35.10%,(X),(X)
"Dolores County, Colorado",    Families,565,0.50%,0.50%,4.10%,9.70%,14.50%,26.40%,20.00%,18.80%,3.00%,2.50%,"68,750","83,827",,(X),42.50%,(X)
"Dolores County, Colorado",    Married-couple families,464,0.60%,0.60%,3.90%,11.90%,16.60%,20.00%,21.10%,18.50%,3.70%,3.00%,"65,156",N,,(X),(X),(X)
"Dolores County, Colorado",    Nonfamily households,365,3.80%,18.90%,15.30%,15.90%,14.20%,30.10%,0.00%,1.60%,0.00%,0.00%,"31,679","36,300",,(X),(X),23.00%
"Douglas County, Colorado",    Households,"121,492",1.80%,1.00%,2.30%,4.10%,5.60%,11.80%,12.80%,23.80%,15.30%,21.60%,"121,393","148,591",,26.20%,(X),(X)
"Douglas County, Colorado",    Families,"93,084",0.80%,0.50%,1.10%,2.40%,3.90%,9.00%,12.30%,26.20%,18.10%,25.60%,"137,589","166,219",,(X),25.80%,(X)
"Douglas County, Colorado",    Married-couple families,"80,505",0.60%,0.40%,0.60%,1.60%,2.90%,7.80%,11.50%,26.60%,19.80%,28.40%,"145,953","176,796",,(X),(X),(X)
"Douglas County, Colorado",    Nonfamily households,"28,408",5.40%,2.90%,6.40%,9.90%,12.00%,22.70%,14.40%,14.60%,4.90%,6.80%,"64,223","84,887",,(X),(X),25.80%
"Eagle County, Colorado",    Households,"18,667",4.40%,1.90%,6.10%,6.30%,9.80%,14.20%,14.30%,19.20%,9.50%,14.40%,"85,877","125,695",,43.30%,(X),(X)
"Eagle County, Colorado",    Families,"11,944",1.30%,0.90%,4.10%,5.80%,8.40%,13.70%,16.20%,22.20%,10.10%,17.20%,"98,427","142,850",,(X),45.00%,(X)
"Eagle County, Colorado",    Married-couple families,"10,184",0.50%,0.80%,3.40%,3.60%,8.10%,13.50%,16.50%,21.80%,11.70%,20.10%,"104,726",N,,(X),(X),(X)
"Eagle County, Colorado",    Nonfamily households,"6,723",10.40%,3.70%,10.50%,7.20%,12.60%,15.70%,11.10%,13.60%,6.70%,8.60%,"57,486","90,889",,(X),(X),39.10%
"Elbert County, Colorado",    Households,"8,816",1.90%,2.40%,4.40%,4.70%,8.80%,11.40%,14.80%,21.60%,14.80%,15.20%,"104,231","122,868",,33.30%,(X),(X)
"Elbert County, Colorado",    Families,"7,105",0.90%,1.90%,1.20%,4.80%,7.10%,11.60%,15.30%,24.50%,17.40%,15.20%,"115,382","130,968",,(X),31.90%,(X)
"Elbert County, Colorado",    Married-couple families,"6,054",0.80%,1.30%,0.70%,3.60%,6.60%,10.10%,14.80%,25.60%,19.50%,17.00%,"122,783",N,,(X),(X),(X)
"Elbert County, Colorado",    Nonfamily households,"1,711",6.20%,4.60%,18.80%,7.90%,15.40%,13.20%,9.40%,15.00%,4.40%,5.10%,"47,382","72,023",,(X),(X),37.10%
"El Paso County, Colorado",    Households,"262,780",4.40%,3.20%,6.90%,7.70%,11.50%,18.80%,14.10%,17.70%,8.10%,7.40%,"71,517","92,028",,32.20%,(X),(X)
"El Paso County, Colorado",    Families,"178,757",2.60%,1.50%,4.60%,5.60%,10.20%,19.10%,15.60%,21.00%,10.20%,9.60%,"84,078","106,563",,(X),31.60%,(X)
"El Paso County, Colorado",    Married-couple families,"141,405",1.00%,0.70%,2.70%,4.10%,8.60%,17.90%,16.60%,24.30%,12.30%,11.80%,"97,652","119,404",,(X),(X),(X)
"El Paso County, Colorado",    Nonfamily households,"84,023",9.10%,7.20%,12.60%,12.70%,15.00%,19.40%,10.30%,9.00%,2.70%,2.10%,"43,032","56,147",,(X),(X),31.60%
"Fremont County, Colorado",    Households,"17,449",6.40%,4.80%,12.00%,10.60%,13.70%,17.90%,13.90%,14.90%,3.30%,2.70%,"52,364","72,173",,34.00%,(X),(X)
"Fremont County, Colorado",    Families,"11,489",3.60%,1.60%,8.20%,9.50%,13.90%,19.30%,16.90%,18.80%,4.60%,3.70%,"67,029","84,957",,(X),34.80%,(X)
"Fremont County, Colorado",    Married-couple families,"9,267",0.90%,1.10%,6.10%,8.50%,14.90%,19.70%,18.30%,20.70%,5.40%,4.40%,"73,100","93,670",,(X),(X),(X)
"Fremont County, Colorado",    Nonfamily households,"5,960",13.00%,11.20%,20.30%,12.40%,13.90%,15.40%,6.30%,6.40%,0.50%,0.80%,"29,887","44,288",,(X),(X),31.60%
"Garfield County, Colorado",    Households,"21,586",3.80%,2.70%,6.00%,5.50%,10.60%,21.20%,16.60%,19.60%,8.60%,5.50%,"75,435","91,815",,41.60%,(X),(X)
"Garfield County, Colorado",    Families,"15,431",2.20%,1.00%,3.40%,5.30%,9.20%,21.00%,17.40%,23.60%,10.10%,6.90%,"86,677","102,855",,(X),41.50%,(X)
"Garfield County, Colorado",    Married-couple families,"12,723",0.90%,0.60%,1.70%,3.80%,8.30%,20.70%,17.70%,26.80%,11.30%,8.10%,"94,715",N,,(X),(X),(X)
"Garfield County, Colorado",    Nonfamily households,"6,155",7.80%,7.70%,12.60%,8.60%,14.40%,21.30%,13.00%,9.10%,4.80%,0.70%,"48,894","59,806",,(X),(X),38.00%
"Gilpin County, Colorado",    Households,"2,860",2.70%,2.00%,4.00%,2.80%,12.50%,18.40%,11.80%,16.80%,17.00%,12.10%,"90,547","129,986",,30.00%,(X),(X)
"Gilpin County, Colorado",    Families,"1,681",0.90%,1.40%,2.70%,2.40%,12.10%,16.70%,8.50%,23.30%,16.30%,15.80%,"111,832","157,628",,(X),32.40%,(X)
"Gilpin County, Colorado",    Married-couple families,"1,401",1.00%,0.40%,3.30%,0.00%,7.40%,19.20%,9.20%,21.00%,19.60%,18.90%,"116,838",N,,(X),(X),(X)
"Gilpin County, Colorado",    Nonfamily households,"1,179",5.30%,2.90%,5.80%,3.20%,14.60%,21.70%,16.50%,8.70%,16.80%,4.60%,"67,835","86,761",,(X),(X),25.50%
"Grand County, Colorado",    Households,"6,315",3.40%,3.00%,8.20%,10.40%,11.10%,17.60%,14.00%,19.20%,6.90%,6.20%,"71,769","87,779",,59.00%,(X),(X)
"Grand County, Colorado",    Families,"3,734",1.50%,0.30%,3.60%,7.60%,4.30%,22.00%,17.40%,25.30%,9.90%,8.10%,"91,273","108,342",,(X),58.70%,(X)
"Grand County, Colorado",    Married-couple families,"3,254",0.90%,0.40%,2.40%,5.30%,3.20%,21.10%,18.90%,27.40%,11.20%,9.30%,"96,360",N,,(X),(X),(X)
"Grand County, Colorado",    Nonfamily households,"2,581",6.00%,6.80%,15.90%,15.00%,21.30%,11.70%,9.60%,9.10%,1.20%,3.40%,"37,208","55,400",,(X),(X),58.90%
"Gunnison County, Colorado",    Households,"6,824",3.50%,5.20%,9.60%,8.50%,12.00%,22.80%,9.30%,17.00%,6.00%,6.00%,"60,557","79,717",,41.90%,(X),(X)
"Gunnison County, Colorado",    Families,"3,553",0.70%,1.90%,5.50%,5.10%,8.10%,21.80%,14.10%,25.40%,8.60%,8.80%,"84,627","101,977",,(X),41.20%,(X)
"Gunnison County, Colorado",    Married-couple families,"2,967",0.00%,1.10%,3.50%,3.40%,6.30%,24.60%,12.40%,28.10%,10.30%,10.20%,"96,332",N,,(X),(X),(X)
"Gunnison County, Colorado",    Nonfamily households,"3,271",7.40%,8.80%,14.60%,12.10%,16.70%,23.40%,5.60%,6.40%,2.50%,2.60%,"40,827","52,347",,(X),(X),41.80%
"Hinsdale County, Colorado",    Households,376,6.90%,6.40%,14.60%,8.00%,22.10%,11.40%,10.10%,8.20%,4.50%,7.70%,"39,038","67,283",,57.20%,(X),(X)
"Hinsdale County, Colorado",    Families,231,4.80%,0.00%,3.00%,3.00%,32.00%,14.70%,11.30%,12.60%,7.40%,11.30%,"59,219","87,555",,(X),67.50%,(X)
"Hinsdale County, Colorado",    Married-couple families,180,6.10%,0.00%,3.90%,3.90%,15.00%,17.80%,14.40%,15.00%,9.40%,14.40%,"77,500",N,,(X),(X),(X)
"Hinsdale County, Colorado",    Nonfamily households,145,10.30%,16.60%,33.10%,15.90%,7.60%,6.90%,8.30%,1.40%,0.00%,0.00%,"22,260","31,272",,(X),(X),40.70%
"Huerfano County, Colorado",    Households,"3,057",10.90%,4.90%,15.80%,11.20%,15.90%,16.80%,10.40%,9.40%,3.40%,1.40%,"40,255","53,719",,43.30%,(X),(X)
"Huerfano County, Colorado",    Families,"1,826",9.10%,3.20%,7.70%,13.00%,15.60%,19.70%,14.90%,11.30%,4.30%,1.00%,"50,991","61,419",,(X),49.10%,(X)
"Huerfano County, Colorado",    Married-couple families,"1,492",3.00%,1.70%,6.40%,11.10%,18.40%,23.30%,16.90%,13.30%,4.60%,1.20%,"59,833",N,,(X),(X),(X)
"Huerfano County, Colorado",    Nonfamily households,"1,231",13.50%,7.40%,29.30%,8.50%,16.20%,12.40%,3.70%,5.00%,1.90%,1.90%,"24,890","41,035",,(X),(X),34.10%
"Jackson County, Colorado",    Households,635,3.50%,2.80%,12.10%,20.50%,18.00%,16.10%,12.00%,10.70%,0.60%,3.80%,"46,157","65,613",,60.60%,(X),(X)
"Jackson County, Colorado",    Families,396,0.80%,0.00%,6.30%,16.40%,13.10%,22.70%,18.70%,17.20%,1.00%,3.80%,"68,375","81,591",,(X),66.90%,(X)
"Jackson County, Colorado",    Married-couple families,344,0.90%,0.00%,4.90%,18.90%,15.10%,20.10%,16.00%,18.60%,1.20%,4.40%,"68,750",N,,(X),(X),(X)
"Jackson County, Colorado",    Nonfamily households,239,7.90%,7.50%,25.10%,23.80%,25.90%,5.00%,0.80%,0.00%,0.00%,3.80%,"26,607","38,716",,(X),(X),50.20%
"Jefferson County, Colorado",    Households,"229,007",3.40%,2.00%,5.30%,5.50%,9.90%,16.30%,13.70%,21.10%,11.10%,11.80%,"87,793","111,693",,29.50%,(X),(X)
"Jefferson County, Colorado",    Families,"147,357",1.50%,1.00%,2.40%,3.50%,7.60%,14.20%,14.20%,25.50%,14.20%,16.00%,"108,867","132,450",,(X),29.20%,(X)
"Jefferson County, Colorado",    Married-couple families,"117,844",0.70%,0.50%,1.40%,2.50%,6.10%,12.50%,13.90%,27.40%,16.20%,18.80%,"120,801","145,025",,(X),(X),(X)
"Jefferson County, Colorado",    Nonfamily households,"81,650",7.30%,4.10%,10.90%,9.70%,14.60%,20.60%,12.20%,12.50%,4.50%,3.60%,"53,152","69,743",,(X),(X),29.00%
"Kiowa County, Colorado",    Households,615,5.70%,4.90%,9.10%,14.10%,26.20%,15.30%,13.50%,6.50%,1.80%,2.90%,"39,503","55,683",,33.00%,(X),(X)
"Kiowa County, Colorado",    Families,380,1.30%,6.80%,7.60%,5.00%,25.50%,20.80%,17.40%,7.90%,2.90%,4.70%,"52,059","67,464",,(X),29.20%,(X)
"Kiowa County, Colorado",    Married-couple families,313,1.60%,0.00%,7.00%,2.60%,28.40%,22.00%,19.50%,9.60%,3.50%,5.80%,"64,479",N,,(X),(X),(X)
"Kiowa County, Colorado",    Nonfamily households,235,12.80%,10.60%,11.50%,28.90%,18.70%,6.40%,7.20%,3.80%,0.00%,0.00%,"28,958","33,824",,(X),(X),39.10%
"Kit Carson County, Colorado",    Households,"3,020",2.50%,4.40%,12.40%,14.60%,15.60%,19.70%,11.90%,12.90%,3.60%,2.40%,"50,411","68,586",,37.80%,(X),(X)
"Kit Carson County, Colorado",    Families,"1,898",0.30%,2.30%,7.90%,10.50%,15.60%,23.00%,15.90%,18.20%,4.00%,2.40%,"65,182","76,563",,(X),36.70%,(X)
